ClaGenus,ClaSpecies,AutAuthorString,SummaryData
Pione,robusta,"(Old, 1941}",
Polymastia,robusta,"Bowerbank, 1866","Bowerbank, J. S."
Brachiospongia,roemerana,Marsh,
Doryderma,roemeri,Hinde,"Hinde, G. J."
Eospongia,roemeri,(Billings),
Lyrodictya,romingeri,,
Eudea,rosa,"Laube, 1864","Laube, G. C."
Axinella,rosacea,"Verrill, 1907","Verrill, A. E."
Darwinella,rosacea,"Hechtel, 1965","Hechtel, G. J."
Pseudaxinella,rosacea,"(Verrill, 1907)",
Biemma,rosea,,
Biemna,rosea,"(Fristedt, 1887)",
Desmacella,rosea,"Fristedt, 1887","Fristedt, K."
Euryspongia,rosea,"de Laubenfels, 1936","de Laubenfels, M. W."
Myrmecidium,rotula,,
Myrmecium,rotula,,
Spongites,rotula,,
Ochridaspongia,rotunda,Arndt,"Arndt, W."
Haliclona,rubens,"(Pallas, 1766)",
Pachychalina,rubens,"(Pallas, 1766)",
Axinella,rudis,"Verrill, 1907","Verrill, A. E."
Dystactospongia,rudis,,
Homaxinella,rudis,"(Verrill, 1907)",
Pandaros,rudis,Verrill,"Verrill, A. E."
Saccospongia,rudis,,
Tremadictyon,rugatum,von Quenstedt,"von Quenstedt, F. A."
Cypellia,rugosa,"(Goldfuss, 1826)",
Lepidospongia,rugosa,"Schluter, 1870","Schluter, C. A."
Scyphia,rugosa,,
Thalysias,rugosa,"Duchassaing & Michelotti, 1864","Duchassaing, É. P."
Thalysias,rugosa,"Duchassaing & Michelotti, 1864","Michelotti, G."
Heteromeyenia,ryderi,"Potts, 1882","Potts, E."
Racekiela,ryderii,"(Potts, 1882)",
Papyrula,saccharis,"de Laubenfels, 1930","de Laubenfels, M. W."
Penares,saccharis,"(de Laubenfels, 1930)",
Amorphinopsis,sacciformis,"(Thiele, 1900)",
Ciocalapata,sacciformis,"(Thiele, 1900)",
Ciocalypta,sacciformis,"Thiele, 1900","Thiele, J."
Oceanapia,sagittaria,"(Sollas, 1902)",
Orina,sagittaria,"(Sollas, 1902)",
Leucandra,sagmiana,Hozawa,"Hozawa, S."
Neopetrosia,sapra,"(de Laubenfels, 1954)",
Xestospongia,sapra,"de Laubenfels, 1954","de Laubenfels, M. W."
Asteropus,sarasinorum,"(Thiele, 1899)",
Melophlus,sarasinorum,"Thiele, 1899","Thiele, J."
Spongia,saxonicus,,
Cacospongia,scalaris,"Schmidt, 1862","Schmidt, E. O."
Scalarispongia,scalaris,"(Schmidt, 1862)",
Iophon,scandens,"(Bowerbank, 1866)",
Agelas,sceptrum,"(Lamarck, 1815)",
Dictyospongia,sceptrum,Hall,
Agelas,schmidti,"Wilson, 1902","Wilson, H. V."
Cliona,schmidti,(Ridley),
Agelas,schmidtii,"Wilson, 1902","Wilson, H. V."
Aulospongus,schoenus,"de Laubenfels, 1936","de Laubenfels, M. W."
Microciona,schoenus,"(de Laubenfels, 1936)",
Pachynion,scriptum,,
Callyspongia,scrobiculata,"(Lamarck, 1814)",
Tuba,scrobiculata,"(Lamarck, 1814)",
Luffaria,sebae,"Duchassaing & Michelotti, 1864","Duchassaing, É. P."
Luffaria,sebae,"Duchassaing & Michelotti, 1864","Michelotti, G."
Stellispongia,semicincta,"von Quenstedt, 1878","von Quenstedt, F. A."
Tentorium,semisuberites,"(Schmidt, 1870)",
Ophlitaspongia,seriata,"(Grant, 1826)",
Verruculina,seriatopora,Roemer,
Asconema,setabulense,"Saville-Kent, 1870","Saville-Kent, W."
Asconema,setabulense,"Schulze, 1899","Schulze, F. E."
Asconema,setubalense,"Saville-Kent, 1870","Saville-Kent, W."
Asconema,setubalense,"Schulze, 1899","Schulze, F. E."
Tethya,seychellensis,"(Wright, 1881)",
Hyalonema,sieboldii,"Gray, 1835","Gray, J. E."
Lissodendoryx,sigmata,"(de Laubenfels, 1949)",
Xytopsene,sigmatum,"de Laubenfels, 1949","de Laubenfels, M. W."
Cyrtaulon,sigsbeei,Schmidt,
Aaptos,simplex,"(Lambe, 1893)",
Plakortis,simplex,"Schulze, 1880","Schulze, F. E."
Suberites,simplex,"Lambe, 1893","Lambe, L. M."
Haliclona,simulans,"(Johnston, 1842)",
Hymeniacidon,sinapium,"de Laubenfels, 1930","de Laubenfels, M. W."
Coelocarteria,singaporensis,"(Carter, 1883)",
Siphonochalina,siphona,"de Laubenfels, 1949","de Laubenfels, M. W."
Siphonodictyon,siphonum,"(de Laubenfels, 1949)",
Eumastia,sitiens,"Schmidt, 1870","Schmidt, E. O."
Halichondria,sitiens,"(Schmidt, 1870)",
Radiella,sol,"Schmidt, 1870","Schmidt, E. O."
Petrosia,solida,Verrill,"Verrill, A. E."
Wewokella,solida,"Girty, 1911","Girty, G. H."
Stelletta,solidissima,"(Wilson, 1902)",
Haliclona,solowetzkaja,"(Hentschel, 1929)",
Spinosella,sororia,,
Tuba,sororia,"Duchassaing & Michelotti, 1864","Duchassaing, É. P."
Tuba,sororia,"Duchassaing & Michelotti, 1864","Michelotti, G."
Acanthacarnus,souriei,Levi,
Acarnus,souriei,"(Levi, 1952)",
Aaptos,sp.,,
Acanthacarnus,sp.,,
Acanthancora,sp.,,
Acanthella,sp.,,
Acarnus,sp.,,
Actinocoelia,sp.,"(Finks, 1960)",
Actinodictya,sp.,,
Adocia,sp.,,
Agelas,sp.,,
Allantophora,sp.,,
Amblysiphonella,sp.,,
Anchinoe,sp.,,
Anthaspidella,sp.,,
Antho,sp.,,
Anthosigmella,sp.,,
Aphrocallistes,sp.,,
Aplysilla,sp.,,
Aplysina,sp.,,
Artemisina,sp.,,
Asbestopluma,sp.,,
Asconema,sp.,,
Asteropus,sp.,,
Astraeospongia,sp.,,
Astraeospongium,sp.,,
Astrosclera,sp.,,
Astylomanon,sp.,,
Astylospongia,sp.,,
Auletta,sp.,,
Axinella,sp.,,
Axocielita,sp.,,
Basilia,sp.,,
Belemnospongia,sp.,,
Biemma,sp.,,
Biemna,sp.,,
Brachiospongia,sp.,,
Bubaris,sp.,,
Caccospongia,sp.,,
Calathium,sp.,,
Calathospongia,sp.,,
Callyspongia,sp.,,
Camerospongia,sp.,,
Carteriospongia,sp.,,
Caulophacus,sp.,,
Chalina,sp.,,
Chalinopsilla,sp.,,
Chancelloria,sp.,,
Choia,sp.,,
Chondrilla,sp.,,
Chondrocladia,sp.,,
Chondrosia,sp.,,
Cinachyra,sp.,,
Ciocalypta,sp.,,
Cladorhiza,sp.,,
Clathria,sp.,,
Clathria,sp.,,
Clathria,sp.,,
Clathria,sp.,,
Cleodictya,sp.,,
Cliona,sp.,,
Cnemidium,sp.,,
Coelocladia,sp.,,
Coeloptychium,sp.,,
Coelosphaera,sp.,,
Colpospongia,sp.,,
Corticium,sp.,,
Corynella,sp.,Zittel,
Craticularia,sp.,,
Crella,sp.,,
Cribrocoelia,sp.,,
Cribrospongia,sp.,,
Cystothalamia,sp.,,
Cytospongia,sp.,,
Dactylia,sp.,,
Damiriella,sp.,,
Dasychalina,sp.,,
Dendrilla,sp.,,
Dercitus,sp.,,
Diaphorstoma,sp.,,
Dictyophyton,sp.,,
Dictyospongia,sp.,,
Didiscus,sp.,,
Diplastrella,sp.,,
Discodermia,sp.,,
Djemelia,sp.,,
Dysidea,sp.,,
Echinochalina,sp.,,
Echinostylinos,sp.,,
Ectyodoryx,sp.,,
Elasmostoma,sp.,,
Endectyon,sp.,,
Epallax,sp.,,
Epicles,sp.,,
Erylus,sp.,,
Esperiopsis,sp.,,
Eumastia,sp.,,
Euplectella,sp.,,
Eurypon,sp.,,
Euryspongia,sp.,,
Farrea,sp.,,
Gelliodes,sp.,,
Gellius,sp.,,
Geodia,sp.,,
Girtycoelia,sp.,,
Girtyocoelia,sp.,,
Gomphostegia,sp.,,
Guitarra,sp.,,
Halichondria,sp.,,
Halichondria,sp.,,
Halichondrina,sp.,,
Haliclona,sp.,,
Haliclona,sp.,,
Haliclona,sp.,,
Haliclona,sp.,,
Halisarca,sp.,,
Hamptonia,sp.,Walcott,"Walcott, C. D."
Heliospongia,sp.,,
Hemectyon,sp.,,
Hemiasterella,sp.,,
Heterocoelia,sp.,,
Heterospongia,sp.,,
Higginsia,sp.,,
Hindia,sp.,,
Hippospongia,sp.,,
Homaxinella,sp.,,
Hyalonema,sp.,,
Hyattella,sp.,,
Hydnoceras,sp.,,
Hymedesmia,sp.,,
Hymeniacidon,sp.,,
Hyrtios,sp.,,
Ianthella,sp.,,
Imperatoria,sp.,,
Iophon,sp.,,
Iotrochota,sp.,,
Ircinia,sp.,,
Ischadites,sp.,,
Isodictya,sp.,,
Isops,sp.,,
Jaspis,sp.,,
Jerea,sp.,,
Kazania,sp.,,
Laxosuberites,sp.,,
Leptolabis,sp.,,
Leptomitus,sp.,,
Leucandra,sp.,,
Leuconia,sp.,,
Leucosolenia,sp.,,
Lissodendoryx,sp.,,
Lissodendoryx,sp.,,
Lissodendoryx,sp.,,
Maeandrostia,sp.,,
Microciona,sp.,,
Microspongia,sp.,,
Mycale,sp.,,
Mycale,sp.,,
Myriastra,sp.,,
Myxilla,sp.,,
Napaeana,sp.,,
Neofibularia,sp.,,
Nidulites,sp.,,
Oceanapia,sp.,,
Oligoceras,sp.,,
Ophlitaspongia,sp.,,
Oscarella,sp.,,
Pachastrella,sp.,,
Pachychalina,sp.,,
Palaeomanon,sp.,,
Palaeospongia,sp.,,
Paratetilla,sp.,,
Pasceolus,sp.,,
Petrosia,sp.,,
Petrosia,sp.,,
Phakellia,sp.,,
Phloeodictyon,sp.,,
Phorbas,sp.,,
Phragmodictya,sp.,,
Phyllospongia,sp.,,
Physospongia,sp.,,
Pirania,sp.,,
Placospongia,sp.,,
Plakortis,sp.,,
Pleurostoma,sp.,,
Plocamilla,sp.,,
Plocoscyphia,sp.,,
Polyfibrospongia,sp.,,
Polymastia,sp.,,
Porosphaera,sp.,,
Porospongia,sp.,,
Preeudea,sp.,,
Prismodictya,sp.,,
Prosuberites,sp.,,
Protospongia,sp.,,
Pseudaxinella,sp.,,
Pseudoceratina,sp.,,
Raspailia,sp.,,
Receptaculites,sp.,,
Reniera,sp.,,
Rhizochalina,sp.,,
Saccospongia,sp.,,
Scycettusa,sp.,,
Scypha,sp.,,
Scyphia,sp.,,
Sigmadocia,sp.,,
Siphonia,sp.,,
Siphonia,sp.,,
Siphonochalina,sp.,,
Sollasia,sp.,,
Sphaerodictya,sp.,,
Spheciospongia,sp.,,
Spherospongia,sp.,,
Spirastrella,sp.,,
Spongia,sp.,,
Spongionella,sp.,,
Spongosorites,sp.,,
Stauroderma,sp.,,
Stelletta,sp.,,
Stellettinopsis,sp.,,
Stellispongia,sp.,,
Strephochetus,sp.,,
Strobilospongia,sp.,,
Strongylacidon,sp.,,
Strongylophora,sp.,,
Stylinos,sp.,,
Suberites,sp.,,
Sycettusa,sp.,,
Sycon,sp.,,
Tedania,sp.,,
Tenaciella,sp.,,
Tethya,sp.,,
Tetilla,sp.,,
Thalysias,sp.,,
Thysanodictya,sp.,,
Timea,sp.,,
Topsentia,sp.,,
Toxadocia,sp.,,
Trachyopsilla,sp.,,
Ulosa,sp.,,
Velinea,sp.,,
Ventriculites,sp.,,
Verongia,sp.,,
Virgola,sp.,,
Weberella,sp.,,
Xestospongia,sp.,,
Xytopsoocha,sp.,,
Xytopsues,sp.,,
Yvesia,sp.,,
Chaunactis,sp. 1,,
Chaunactis,sp. 2,,
Haliclona,sp. A,,
Hymedesmia,sp. A,,
Reniera,sp. A,,
Haliclona,sp. B,,
Hymedesmia,sp. B,,
Reniera,sp. B,,
Reniera,sp. C,,
Palaeospongia,sp. indet.,,
Acloeodictya,sp. nov.,,
Astylospongia,sp. nov.,,
Axinella,sp. nov.,,
Axinella,sp. nov.,,
Calathospongia,sp. nov.,,
Cyathodictya,sp. nov.,,
Dictyophyton,sp. nov.,,
Palaeomanon,sp. nov.,,
Prismodictya,sp. nov.,,
Prosuberites,sp. nov.,,
Protoclathria,sp. nov.,,
Receptaculites,sp. nov.,,
Sphaerodictya,sp. nov.,,
Spirasigma,sp. nov.,,
Spongia,sp. nov.,,
Strephochetus,sp. nov.,,
Verongia,sp. nov.,,
Agelas,sparsus,"(Gray, 1867)",
Euplectella,speciosa,,
Prismodictya,spectalitis,,
Caminus,sphaeroconia,"Sollas, 1886",
Hindia,sphaeroidalis,"Duncan, 1879","Duncan, P. M."
Microspongia,sphaeroidalis,,
Thrombus,sphaeroidocladus,"Hartman & Hubbard, 1999","Hartman, W. D."
Thrombus,sphaeroidocladus,"Hartman & Hubbard, 1999","Hubbard, R."
Yucatania,sphaeroidocladus,"(Hartman & Hubbard, 1999)",
Stachyspongia,spica,,
Ircinia,spicosula,Hentschel,"Hentschel, E."
Amphimedon,spiculosa,"(Dendy, 1887)",
Siphonochalina,spiculosa,"Dendy, 1887","Dendy, A."
Axociella,spinosa,,
Clathria,spinosa,"(Wilson, 1902)",
Craniella,spinosa,"Lambe, 1893","Lambe, L. M."
Crella,spinosa,"(Hechtel, 1983)",
Crelloxea,spinosa,"Hechtel, 1983","Hechtel, G. J."
Dysidea,spinosa,"(Hyatt, 1877)",
Microciona,spinosa,Wilson,"Wilson, A."
Spongelia,spinosa,"Hyatt, 1877","Hyatt, A."
Thrinacophora,spinosa,"Wilson, 1902","Wilson, H. V."
Dorypleres,splendens,"de Laubenfels, 1954","de Laubenfels, M. W."
Jaspis,splendens,"(de Laubenfels, 1954)",
Aaata,spongigartina,"de Laubenfels, 1930","de Laubenfels, M. W."
Anaata,spongigartina,"(de Laubenfels, 1930)",
Clathria,spongigartina,"(de Laubenfels, 1930)",
Vetulina,stalactites,"Schmidt, 1879","Schmidt, E. O."
Stellispongia,stellaris,"von Klipstein, 1843","von Klipstein, A."
Halicometes,stellata,"(Schmidt, 1870)",
Caryomanon,stellatimsulcatum,"(Roemer, 1848)",
Astylospongia,stellatum,,
Astylospongia,stellatum,Roemer,
Cnemidiastrum,stellatum,,
Jaspis,stellifera,"(Carter, 1879)",
Timea,stenosclera,Hechtel,"Hechtel, G. J."
Stylissa,stipitata,"de Laubenfels, 1961","de Laubenfels, M. W."
Ventriculites,striatus,"Smith, 1848","Smith, J. T."
Higginsia,strigilata,"(Lamarck, 1814)",
Ircinia,strobilina,"(Lamarck, 1816)",
Callyspongia,strongylophora,"Hartman, 1955","Hartman, W. D."
Myrmekioderma,styx,"de Laubenfels, 1953","de Laubenfels, M. W."
Callyspongia,subarmigera,"(Ridley, 1884)",
Calymmatina,subcataria,,
Tuba,subenervia,"Duchassaing & Michelotti, 1864","Duchassaing, É. P."
Tuba,subenervia,"Duchassaing & Michelotti, 1864","Michelotti, G."
Halichondria,suberosa,"(Esper, 1794)",
Verrucospongia,submarginata,,
Haliclona,subtriangularis,"(Duchassaing & Michelotti, 1864)",
Neopetrosia,subtriangularis,"(Duchassaing, 1850)",
Thalysias,subtriangularis,"(Duchassaing, 1850)",
Thalysias,subtriangularis,"Duchassaing & Michelotti, 1864","Duchassaing, É. P."
Thalysias,subtriangularis,"Duchassaing & Michelotti, 1864","Michelotti, G."
Xestospongia,subtriangularis,"(Duchassaing, 1850)",
Pleurostoma,subundata,Northrop,
Tedania,suctoria,"Schmidt, 1870",
Aplysilla,sulfurea,"Schulze, 1878","Schulze, F. E."
Cliona,sulphurea,"(Desor, 1851)",
Epipolasis,suluensis,"(Wilson, 1925)",
Spongosorites,suluensis,"Wilson, 1925","Wilson, H. V."
Spheciospongia,symbiotica,"Hechtel, 1983","Hechtel, G. J."
Ectyoplasia,tabula,"(Lamarck, 1814)",
Spongia,tabula,"Lamarck, 1814","Lamarck, J. P."
Spongia,tampa,"de Laubenfels & Storr, 1958","de Laubenfels, M. W."
Spongia,tampa,"de Laubenfels & Storr, 1958","Storr, J. F."
Prismodictya,telum,,
Endectyon,tenax,"(Schmidt, 1870)",
Phakellia,tenax,"Schmidt, 1870","Schmidt, E. O."
Callyspongia,tenerrima,"Duchassaing & Michelotti, 1864","Duchassaing, É. P."
Callyspongia,tenerrima,"Duchassaing & Michelotti, 1864","Michelotti, G."
Poecillastra,tenuilaminaris,"(Sollas, 1886)",
Pararhaphoxya,tenuiramosa,"Burton, 1934","Burton, M."
Chonella,tenuis,,
Terpios,tenuis,"Duchassaing & Michelotti, 1864","Duchassaing, É. P."
Terpios,tenuis,"Duchassaing & Michelotti, 1864","Michelotti, G."
Scytalia,terebrata,Phillips,
Axinyssa,terpnis,"(de Laubenfels, 1954)",
Phycopsis,terpnis,"de Laubenfels, 1954","de Laubenfels, M. W."
Clathria,terraenovae,"Dendy, 1924","Dendy, A."
Dictyociona,terraenovae,"(Dendy, 1924)",
Receptaculites,tessellatus,,
Petrosia,testudinaria,"(Lamarck, 1815)",
Reniera,testudinaria,"(Lamarck, 1815)",
Xestospongia,testudinaria,"(Lamarck, 1815)",
Craniella,tethyoides,Schmidt,"Schmidt, E. O."
Plakina,tetralopha,"(Hechtel, 1965)",
Corticium,tetralophum,"Hechtel, 1965","Hechtel, G. J."
Protospongia,tetranema,,
Isoraphinia,texta,,
Gellius,textapatina,"de Laubenfels, 1926","de Laubenfels, M. W."
Haliclona,textapatina,"(de Laubenfels, 1930)",
Sigmadocia,textapatina,"(de Laubenfels, 1930)",
Craticularia,texturatus,,
Forcepia,thielei,"Lundbeck, 1905","Lundbeck, W."
Rhabdopectella,tintinnus,"Schmidt, 1880","Schmidt, E. O."
Tosastroma,tokunagai,"Yabe & Sugiyama, 1935","Yabe, H."
Tosastroma,tokunagai,"Yabe & Sugiyama, 1935","Sugiyama, T."
Lissodendoryx,topsenti,"(de Laubenfels, 1930)",
Tedania,topsenti,"de Laubenfels, 1930","de Laubenfels, M. W."
Forcepia,topsentii,"Lundbeck, 1905","Lundbeck, W."
Tedania,tora,"de Laubenfels, 1950","de Laubenfels, M. W."
Biemna,tornotifera,Burton,"Burton, M."
Maeandrostia,tortacloaca,"King, 1932","King, R. H."
Tuba,tortolensis,Duchassaing & Michelotti,"Duchassaing, É. P."
Tuba,tortolensis,Duchassaing & Michelotti,"Michelotti, G."
Merriamium,tortugasensis,"de Laubenfels, 1936","de Laubenfels, M. W."
Tedania,toxicalis,"de Laubenfels, 1930","de Laubenfels, M. W."
Palaeospongia,trentonensis,,
Amphimedon,trindanea,"(Ristau, 1978)",
Xestospongia,trindanea,"Ristau, 1978","Ristau, D. A."
Biemna,trirhaphis,"(Topsent, 1897)",
Cliona,truitti,"Old, 1941",
Pione,truitti,"(Old, 1941)",
Oscarella,tuberculata,"(Schmidt, 1868)",
Suberites,tuberculata,"(Schmidt, 1868)",
Jereica,tuberculosa,,
Suberites,tuberculosus,"Schmidt, 1870","Schmidt, E. O."
Pattersonia,tuberosa,(Beecher),
Strobilospongia,tuberosa,Beecher,
Dictyophon,tuberosum,Conrad,"Conrad, T. A."
Dictyophyton,tuberosum,(Conrad),
Hydnoceras,tuberosum,Conrad,"Conrad, T. A."
Hydnoceras,tuberosum,,
Ophiraphidites,tuberosus,,
Haliclona,tubifera,"(George & Wilson, 1919)",
Carterius,tubisperma,"(Potts, 1881)",
Heteromeyenia,tubisperma,"(Potts, 1881)",
Biemna,tubulata,"(Dendy, 1905)",
Toxemna,tubulata,(Dendy),
Aulospongus,tubulatus,"(Bowerbank, 1873)",
Oculospongia,tubulifera,,
Spongia,tubulifera,"Lamarck, 1814","Lamarck, J. P."
Siphonia,tubulosa,Roemer,
Siphonia,tulipa,,
Geodia,tumulosa,"Bowerbank, 1872","Bowerbank, J. S."
Scyphia,turbinata,,
Scytalia,turbinata,,
Fasciospongia,turgida,,
Eospongia,turneriensis,,
Adocia,turquoisia,"de Laubenfels, 1954","de Laubenfels, M. W."
Haliclona,turquoisia,"(de Laubenfels, 1954)",
Penares,tylostaster,Dendy,"Dendy, A."
Myrmekioderma,tylota,"de Laubenfels, 1954","de Laubenfels, M. W."
Penares,tylotaster,"Dendy, 1924","Dendy, A."
Discophycus,typicalis,Walcott,"Walcott, C. D."
Trichospongia,typicalis,,
Corallistes,typus,"Schmidt, 1870","Schmidt, E. O."
Druinella,tyroeis,"de Laubenfels, 1954","de Laubenfels, M. W."
Haliclona,tyroeis,"(de Laubenfels, 1954)",
Toxadocia,tyroeis,"de Laubenfels, 1954","de Laubenfels, M. W."
Cliona,undulatus,"(George & Wilson, 1919)",
Suberites,undulatus,,"George, W. C."
Suberites,undulatus,,"Wilson, H. V."
Hymeniacidon,ungodon,"de Laubenfels, 1932","de Laubenfels, M. W."
Monanchora,unguiculata,"(Dendy, 1922)",
Haliclona,urceolus,"(Rathke & Vahl, 1806)",
Opetionella,vadians,,
Anthosigmella,vagabunda,"Ridley, 1884","Ridley, S. O."
Desmacella,vagabunda,"Schmidt, 1870","Schmidt, E. O."
Spheciospongia,vagabunda,"(Ridley, 1884)",
Spirastrella,vagabunda,"Ridley, 1884","Ridley, S. O."
Platychonia,vagans,,
Spongites,vagans,,
Callyspongia,vaginalis,"(Lamarck, 1814)",
Callyspongia,vaginalis,"(Duchassaing & Michelotti, 1864)",
Callyspongia,vaginalis,"(Lamarck, 1814)",
Spinosella,vaginalis,"(Lamarck, 1814)",
Spinosella,vaginalis,"(Duchassaing & Michelotti, 1864)",
Calycosoma,valida,,
Calycosoma,validum,"Schulze, 1899","Schulze, F. E."
Haliclona,vanilla,"de Laubenfels, 1930","de Laubenfels, M. W."
Neopetrosia,vanilla,"(de Laubenfels, 1930)",
Xestospongia,vanilla,"(de Laubenfels, 1930)",
Dactylia,varia,"(Gray, 1843)",
Polymastia,varia,"Verrill, 1907","Verrill, A. E."
Cnemidiastrum,variabile,,
Hydnoceras,variabile,Hall & Clarke,
Amphimedon,variabilis,"Duchassaing & Michelotti, 1864","Duchassaing, É. P."
Amphimedon,variabilis,"Duchassaing & Michelotti, 1864","Michelotti, G."
Dysidea,variabilis,"(Duchassaing & Michelotti, 1864)",
Haliclona,variabilis,"(Dendy, 1887)",
Hircinia,variabilis,Schmidt,
Ircinia,variabilis,"(Schmidt, 1862)",
Luffariella,variabilis,"(Polejaeff, 1884)",
Pachychalina,variabilis,"Dendy, 1887","Dendy, A."
Schmidtia,variabilis,"Ridley, 1884","Ridley, S. O."
Stelletta,variabilis,"(Wilson, 1902)",
Stellispongia,variabilis,"(Münster, 1841)",
Xestospongia,variabilis,"(Ridley, 1884)",
Anthosigmella,varians,"(Duchassaing & Michelotti, 1864)",
Cliona,varians,"(Duchassaing & Michelotti, 1864)",
Eospongia,varians,"Billings, 1861","Billings, E."
Thalysias,varians,"Duchassaing & Michelotti, 1864","Duchassaing, É. P."
Thalysias,varians,"Duchassaing & Michelotti, 1864","Michelotti, G."
Biemma,varianta,,
Biemna,varianta,"(Bowerbank, 1858)",
Biemna,variantia,"(Bowerbank, 1858)",
Biemna,variantia,"(Koltun, 1958)",
Cribrochalina,vasculum,"(Lamarck, 1814)",
Cliona,vastifica,"Hancock, 1849","Hancock, A."
Pione,vastifica,"(Hancock, 1849)",
Aphrocallistes,vastus,"Schulze, 1886","Schulze, F. E."
Fibularia,vaughani,"(Twitchell, 1915)",
Chalinula,velinea,"(de Laubenfels, 1954)",
Haliclona,velinea,"(de Laubenfels, 1954)",
Clathria,venosa,"(Alcolado, 1984)",
Niphates,venosa,"Duchassaing & Michelotti, 1864","Duchassaing, É. P."
Niphates,venosa,"Duchassaing & Michelotti, 1864","Michelotti, G."
Sporadoscina,venosa,Roemer,
Phakellia,ventilabrum,"(Linnaeus, 1767)",
Stromatospongia,vermicola,"Hartman, 1969","Hartman, W. D."
Spongia,vermiculata,"Duchassaing & Michelotti, 1864","Duchassaing, É. P."
Spongia,vermiculata,"Duchassaing & Michelotti, 1864","Michelotti, G."
Spongia,vermiculata,"Hyatt, 1877","Hyatt, A."
Spongia,vermiculata,"Hyatt, 1877","Hyatt, A."
Spongia,vermiculata,,
Spongia,vermiculata,Hyatt,
Spongia,vermiculata,"Hyatt, 1877","Hyatt, A."
Cliona,vermifera,"Hancock, 1867","Hancock, A."
Dendrilla,verongiformis,"de Laubenfels, 1954","de Laubenfels, M. W."
Halichondria,verrilli,,
Axinella,verrucosa,"(Esper, 1794)",
Verrucocoelia,verrucosa,,
Corticium,versatile,,
Corticium,versatilis,"Schmidt, 1880","Schmidt, E. O."
Plakina,versatilis,"(Schmidt, 1880)",
Mortieria,vertebralis,"de Koninck, 1842","de Koninck, L. G."
Amblysiphonella,vesiculosa,,
Spheciospongia,vesparia,Lamarck,"Lamarck, J. P."
Spheciospongia,vesparium,"(Lamarck, 1815)",
Spinosella,villosa,"(Pallas, 1766)",
Astrobolia,vimosa,,
Lovcenipora,vinassai,Giattini,
Haliclona,violacea,"(de Laubenfels, 1950)",
Toxadocia,violacea,"de Laubenfels, 1950","de Laubenfels, M. W."
Hyrtios,violaceus,"(Duchassaing & Michelotti, 1864)",
Chondrocladia,virgata,"Wyville Thomson, 1873","Wyville Thomson, C."
Cladorhiza,virgata,"(Wyville Thomson, 1873)",
Clathria,virgultosa,"(Lamarck, 1814)",
Spongia,virgultosa,Schmidt,Schmidt
Thalysias,virgultosa,"(Lamarck, 1814)",
Eurypon,viride,"(Topsent, 1889)",
Tricheurypon,viride,"(Topsent, 1889)",
Amphimedon,viridis,"Duchassaing & Michelotti, 1864","Duchassaing, É. P."
Amphimedon,viridis,"Duchassaing & Michelotti, 1864","Michelotti, G."
Cliona,viridis,"(Schmidt, 1862)",
Haliclona,viridis,"(Duchassaing & Michelotti, 1864)",
Clathria,vulpina,"(Lamarck, 1814)",
Echinoclathria,waldoschmitti,"de Laubenfels, 1954","de Laubenfels, M. W."
Ecionemia,walkeri,"(de Laubenfels, 1954)",
Hezekia,walkeri,"de Laubenfels, 1954","de Laubenfels, M. W."
Pandaros,walpersii,"Duchassaing & Michelotti, 1864","Duchassaing, É. P."
Pandaros,walpersii,"Duchassaing & Michelotti, 1864","Michelotti, G."
Ptilocaulis,walpersii,"(Duchassaing & Michelotti, 1864)",
Axinella,waltonsmithi,"(de Laubenfels, 1953)",
Homaxinella,waltonsmithi,"de Laubenfels, 1953","de Laubenfels, M. W."
Tylodictya,warrenensis,Hall & Clarke,
Acanthochaetetes,wellsi,"Hartman & Goreau, 1975","Hartman, W. D."
Acanthochaetetes,wellsi,"Hartman & Goreau, 1975","Goreau, T. F."
Aphrocallistes,whiteavesianus,"Lambe, 1892","Lambe, L. M."
Astrosclera,willeyana,"Lister, 1900",
Pseudaxinella,wilsoni,"Wells, Wells & Gray, 1960",
Suberites,wilsoni,"Carter, 1885","Carter, H. J."
Mastosia,witzleri,,
Thorectopsamma,xana,"de Laubenfels, 1954","de Laubenfels, M. W."
Acanthella,xutha,"(de Laubenfels, 1954)",
Axinosia,xutha,"de Laubenfels, 1954","de Laubenfels, M. W."
Terpios,zeteki,"(de Laubenfels, 1936)",
Hymedesmia,zetlandica,,
Spongia,zimocca,"Schmidt, 1862","Schmidt, E. O."
Spongia,zimocca,"(von Lendenfeld, 1889)",
Cribrochalina,zingiberis,"(Sollas, 1879)",
Pharetronema,zingiberis,"Sollas, 1879","Sollas, W. J."
Leptomitus,zitteli,"Walcott, 1886","Walcott, C. D."
Plakortis,zyggompha,"(de Laubenfels, 1934)",
Roosa,zyggompha,"de Laubenfels, 1934","de Laubenfels, M. W."
Plakortis,zygompha,(de Laubenfels),
